word,part_of_speech,english_word,sense
huis,noun,house,human abode
onderkomen,noun,house,human abode
hoe,adv,how,to what degree
daarentegen,adv,however,nevertheless
echter,adv,however,nevertheless
evenwel,adv,however,nevertheless
hongerig,adj,hungry,affected by hunger; desirous of food
honger hebben,adj,hungry,affected by hunger; desirous of food
man,noun,husband,male partner in marriage
echtgenoot,noun,husband,male partner in marriage
ijs,noun,ice,water in frozen form
roomijs,noun,ice cream,dessert
ijs,noun,ice cream,dessert
zich inbeelden,verb,imagine,(transitive) to form a mental image of something
zich verbeelden,verb,imagine,(transitive) to form a mental image of something
zich voorstellen,verb,imagine,(transitive) to form a mental image of something
belangrijk,adj,important,having relevant and crucial value
beter maken,verb,improve,to make something better
verbeteren,verb,improve,to make something better
beteren,verb,improve,to make something better
binnen,adv,in,moving to the interior
informatie,noun,information,communicable knowledge
interesseren,verb,interest,to attract attention or concern
geïnteresseerd,adj,interested,having or showing interest
geïnteresseerde,adj,interested,having or showing interest
interessant,adj,interesting,arousing or holding the attention
belangwekkend,adj,interesting,arousing or holding the attention
interviewen,verb,interview,to have an interview
introduceren,verb,introduce,to cause someone to be acquainted
voorstellen,verb,introduce,to cause someone to be acquainted
eiland,noun,island,area of land completely surrounded by water
jas,noun,jacket,piece of clothing worn on the upper body outside a shirt or blouse
jeansbroek,noun,jeans,denim trousers
jeans,noun,jeans,denim trousers
spijkerbroek,noun,jeans,denim trousers
taak,noun,job,task
job,noun,job,task
samenvoegen,verb,join,to combine more than one item into one; to put together
verenigen,verb,join,to combine more than one item into one; to put together
sap,noun,juice,liquid from a plant
slechts,adv,just,"only, simply, merely"
enkel,adv,just,"only, simply, merely"
net,adv,just,"only, simply, merely"
gewoon,adv,just,"only, simply, merely"
maar,adv,just,"only, simply, merely"
houden,verb,keep,to maintain possession of
sleutel-,adj,key,indispensable
soort,noun,kind,"type, race, category"
type,noun,kind,"type, race, category"
categorie,noun,kind,"type, race, category"
genre,noun,kind,"type, race, category"
ras,noun,kind,"type, race, category"
keuken,noun,kitchen,room
weten,verb,know,be justifiably certain or sure about (something true)
land,noun,land,part of Earth that is not covered by oceans or other bodies of water
taal,noun,language,body of words used as a form of communication
spraak,noun,language,body of words used as a form of communication
tong,noun,language,body of words used as a form of communication
groot,adj,large,of greater size — see also big
laat,adv,late,past a designated time
later,adv,later,more late
lach,noun,laugh,expression of mirth peculiar to the human species
leren,verb,learn,to acquire knowledge or ability
achterlaten,verb,leave,"to cause to remain as available, not take away, refrain from depleting"
"laten (staan, zijn)",verb,leave,"to cause to remain as available, not take away, refrain from depleting"
linkerkant,noun,left,the left side
been,noun,leg,lower limb from groin to ankle
poot,noun,leg,lower limb from groin to ankle
les,noun,lesson,section of learning or teaching
laten,verb,let,allow
toestaan,verb,let,allow
letter,noun,letter,a symbol in an alphabet
karakter,noun,letter,a symbol in an alphabet
letterteken,noun,letter,a symbol in an alphabet
boekstaaf,noun,letter,a symbol in an alphabet
bibliotheek,noun,library,"institution which holds books, etc."
boekerij,noun,library,"institution which holds books, etc."
liegen,verb,lie,tell an intentional untruth
liggen,verb,lie,be in horizontal position
leven,noun,life,the state of being alive
licht,adj,light,having light
helder,adj,light,having light
lichtend,adj,light,having light
lichtgevend,adj,light,having light
lichtend,adj,light,having light
licht,adj,light,of low weight
houden van,verb,like,to enjoy
graag (hebben),verb,like,to enjoy
lusten,verb,like,to enjoy
graag lusten,verb,like,to enjoy
leuk vinden,verb,like,to enjoy
lijn,noun,line,"rope, cord, or string"
touw,noun,line,"rope, cord, or string"
lijn,noun,line,"obsolete: flax, linen — see also flax, linen"
leeuw,noun,lion,big cat Panthera leo
oplijsten,verb,list,to create or recite a list
luisteren,verb,list,to listen
luisteren,verb,listen,to pay attention to a sound
klein,adj,little,small in size
leven,verb,live,be alive
lokaal,adj,local,of a nearby location
plaatselijk,adj,local,of a nearby location
kijken,verb,look,to try to see
verliezen,verb,lose,cause (something) to cease to be in one's possession or capability
houden van,verb,love,have a strong affection for
beminnen,verb,love,have a strong affection for
liefhebben,verb,love,have a strong affection for
graag zien,verb,love,have a strong affection for
lunch,noun,lunch,meal around midday
middageten,noun,lunch,meal around midday
(licht) middagmaal,noun,lunch,meal around midday
machine,noun,machine,mechanical or electrical device
apparaat,noun,machine,mechanical or electrical device
tijdschrift,noun,magazine,periodical
magazine,noun,magazine,periodical
hoofd-,adj,main,"chief, most important, or principal in extent, etc."
voornaamste,adj,main,"chief, most important, or principal in extent, etc."
belangrijkste,adj,main,"chief, most important, or principal in extent, etc."
maken,verb,make,to construct
man,noun,man,adult male human
heer,noun,man,adult male human
kaart,noun,map,visual representation of an area
landkaart,noun,map,visual representation of an area
plan,noun,map,visual representation of an area
plattegrond,noun,map,visual representation of an area
markt,noun,market,gathering for trading
getrouwd,adj,married,in a state of marriage; having a wife or a husband
overeenstemmen,verb,match,intransitive: to agree; to be equal
