word,part_of_speech,english_word,sense
hegy,noun,mountain,large mass of earth and rock
hegység,noun,mountain,large mass of earth and rock
egér,noun,mouse,rodent of the genus Mus
száj,noun,mouth,the opening of a creature through which food is ingested
mozog,verb,move,(intransitive) to change place or posture; to go
jár,verb,move,(intransitive) to change place or posture; to go
film,noun,movie,motion picture
mozgókép,noun,movie,motion picture
múzeum,noun,museum,building or institution
zene,noun,music,"sound, organized in time in a melodious way"
muzsika,noun,music,"sound, organized in time in a melodious way"
kell,verb,must,be required to
muszáj,verb,must,be required to
nevez,verb,name,to give a name to
elnevez,verb,name,to give a name to
közel,adv,near,at or towards a position close in space or time
kell,verb,need,to have an absolute requirement for
negatív,adj,negative,not positive or neutral
szomszédság,noun,neighborhood,quality of being a neighbor
sohasem,adv,never,at no time
sohase,adv,never,at no time
sosem,adv,never,at no time
sose,adv,never,at no time
új,adj,new,recently made or created
újság,noun,news,new information of interest
hír,noun,news,new information of interest
hírlap,noun,newspaper,publication
újság,noun,newspaper,publication
legközelebb,adv,next,"In a time, place or sequence closest or following"
második,adv,next,"In a time, place or sequence closest or following"
eggyel,adv,next,"In a time, place or sequence closest or following"
kellemes,adj,nice,"pleasant, satisfactory"
szép,adj,nice,"pleasant, satisfactory"
éjszaka,noun,night,period between sunset and sunrise
éjjel,noun,night,period between sunset and sunrise
éj,noun,night,period between sunset and sunrise
orr,noun,nose,protuberance on the face
nem,adv,not,negates meaning of another word
most,adv,now,at the present time
szám,noun,number,abstract entity used to describe quantity
ápoló,noun,nurse,person trained to provide care for the sick
ápolónő,noun,nurse,person trained to provide care for the sick
tárgy,noun,object,thing
dolog,noun,object,thing
objektum,noun,object,thing
óceán,noun,ocean,one of the large bodies of water
gyakran,adv,often,"frequently, many times"
sűrűn,adv,often,"frequently, many times"
sokszor,adv,often,"frequently, many times"
régi,adj,old,"of an object, concept, etc: having existed for a relatively long period of time"
egyszer,adv,once,one and only one time
egyetlenegyszer,adv,once,one and only one time
egy alkalommal,adv,once,one and only one time
egy ízben,adv,once,one and only one time
hagyma,noun,onion,Allium cepa
csak,adv,only,without others or anything further; exclusively
nyit,verb,open,to make something accessible
kinyit,verb,open,to make something accessible
tár,verb,open,to make something accessible
kitár,verb,open,to make something accessible
tát,verb,open,to make something accessible
kitát,verb,open,to make something accessible
vélemény,noun,opinion,thought a person has formed about a topic
nézet,noun,opinion,thought a person has formed about a topic
szakvélemény,noun,opinion,thought a person has formed about a topic
narancssárga,adj,orange,having the colour of the fruit of an orange tree
narancsszínű,adj,orange,having the colour of the fruit of an orange tree
rendez,verb,order,to set in (any) order
sorba rak/rendez,verb,order,to set in (any) order
ki,adv,out,away from the inside or the centre
kívül,adv,outside,in or to the outside
kint,adv,outside,in or to the outside
kifelé,adv,outside,in or to the outside
át,adv,over,from one position or state to another
saját,adj,own,belonging to (determiner)
birtokol,adj,own,belonging to (determiner)
apród,noun,page,serving boy
oldal,noun,page,one side of a leaf of a book
festék,noun,paint,substance
festmény,noun,painting,an illustration or artwork using paint
pár,noun,pair,two similar or identical things
nadrág,noun,pants,garment covering the body from the waist downwards
papír,noun,paper,sheet material
bekezdés,noun,paragraph,passage in text
szülő,noun,parent,person from whom one is descended
parkol,verb,park,bring (a vehicle) to a halt
parkíroz,verb,park,bring (a vehicle) to a halt
rész,noun,part,fraction of a whole
partner,noun,partner,someone who is associated with another in a common activity or interest
társ,noun,partner,someone who is associated with another in a common activity or interest
fél,noun,party,law: particular side in a contract or legal action
útlevél,noun,passport,official document for foreign travel
múlt,noun,past,period of time that has already happened
fizet,verb,pay,to give money in exchange for goods or services
kifizet,verb,pay,to give money in exchange for goods or services
toll,noun,pen,writing tool
irón,noun,pen,writing tool
golyóstoll,noun,pen,writing tool
töltőtoll,noun,pen,writing tool
karám,noun,pen,enclosure (enclosed area) for animals
ketrec,noun,pen,enclosure (enclosed area) for animals
ceruza,noun,pencil,graphite writing-instrument
emberek,noun,people,a body of human beings; a group of two or more persons
bors,noun,pepper,plant
tökéletes,adj,perfect,fitting its definition precisely
időszak,noun,period,a length of time
időtartam,noun,period,a length of time
idő,noun,period,a length of time
személy,noun,person,individual
egyén,noun,person,individual
emberi,adj,personal,pertaining to human beings
személyi,adj,personal,pertaining to human beings
telefonál,verb,phone,to call (someone) on the telephone
fotó,noun,photograph,picture
fénykép,noun,photograph,picture
mondás,noun,phrase,short written or spoken expression
kifejezés,noun,phrase,short written or spoken expression
zongora,noun,piano,a keyboard musical instrument
kép,noun,picture,"representation of visible reality produced by drawing, etc"
darab,noun,piece,part of a larger whole
rész,noun,piece,part of a larger whole
-rész,noun,piece,part of a larger whole
sertés,noun,pig,mammal of genus Sus
disznó,noun,pig,mammal of genus Sus
malac,noun,pig,mammal of genus Sus
rózsaszín,noun,pink,pale red colour
hely,noun,place,"location, position"
tervez,verb,plan,to design
platán,noun,plane,deciduous tree
sík,noun,plane,level or flat surface
gyalu,noun,plane,a tool
repülőgép,noun,plane,airplane
repülő,noun,plane,airplane
növény,noun,plant,organism capable of photosynthesis
játék,noun,play,playful activity
játékos,noun,player,one who plays any game or sport
rész,noun,point,element in larger whole
részlet,noun,point,element in larger whole
elem,noun,point,element in larger whole
rendőrség,noun,police,local or general law enforcement agency
tó,noun,pool,body of water
tavacska,noun,pool,body of water
szegény,adj,poor,with few or no possessions or money
köz-,adj,popular,of or pertaining to the common people
közkeletű,adj,popular,of or pertaining to the common people
tömeg-,adj,popular,of or pertaining to the common people
tömeges,adj,popular,of or pertaining to the common people
nép-,adj,popular,of or pertaining to the common people
népi,adj,popular,of or pertaining to the common people
pozitív,adj,positive,not negative or neutral
kedvező,adj,positive,not negative or neutral
helyeslő,adj,positive,not negative or neutral
támogató,adj,positive,not negative or neutral
igenlő,adj,positive,not negative or neutral
biztató,adj,positive,not negative or neutral
lehetséges,adj,possible,able but not certain to happen
felad,verb,post,send mail
elküld,verb,post,send mail
burgonya,noun,potato,plant tuber eaten as starchy vegetable
krumpli,noun,potato,plant tuber eaten as starchy vegetable
sintértelep,noun,pound,place for the detention of stray animals
gyepmesteri telep,noun,pound,place for the detention of stray animals
font,noun,pound,unit of mass (16 ounces avoirdupois)
szívesebben (tesz),verb,prefer,to favor
jobban szeret/tetszik,verb,prefer,to favor
előnyben részesít,verb,prefer,to favor
előkészít,verb,prepare,to make ready for a specific future purpose
elkészít,verb,prepare,to make ready for a specific future purpose
jelen,noun,present,current time
ár,noun,price,cost required to gain possession of something
valószínűleg,adv,probably,in all likelihood
probléma,noun,problem,difficulty
baj,noun,problem,difficulty
gond,noun,problem,difficulty
nehézség,noun,problem,difficulty
termék,noun,product,commodity for sale
program,noun,program,set of structured activities
napirend,noun,program,set of structured activities
terv,noun,program,set of structured activities
tervezet,noun,program,set of structured activities
terv,noun,project,planned endeavor
projekt,noun,project,planned endeavor
bíbor,noun,purple,colour
lila,noun,purple,colour
tesz,verb,put,to place something somewhere
rak,verb,put,to place something somewhere
helyez,verb,put,to place something somewhere
negyed,noun,quarter,one of four equal parts — see also one-fourth
kérdés,noun,question,"sentence, phrase or word"
gyors,adj,quick,moving with speed
gyorsan,adv,quickly,"rapidly, fast"
csendes,adj,quiet,with little sound
halk,adj,quiet,with little sound
teljesen,adv,quite,to the greatest extent; completely
rádió,noun,radio,technology
esik az eső,verb,rain,of rain: to fall from the sky
olvas,verb,read,to look at and interpret letters or other information
elolvas,verb,read,to look at and interpret letters or other information
olvasó,noun,reader,person who reads a publication
olvasás,noun,reading,process of interpreting written language
kész,adj,ready,prepared for immediate action or use
készen,adj,ready,prepared for immediate action or use
igaz,adj,real,"true, genuine, not merely nominal"
valós,adj,real,"true, genuine, not merely nominal"
valóban,adv,really,actually
tényleg,adv,really,actually
igazán,adv,really,actually
csakugyan,adv,really,actually
ok,noun,reason,that which causes: a cause
piros,noun,red,colour
vörös,noun,red,colour
megnyugszik,verb,relax,to calm down
emlékszik,verb,remember,to recall from one's memory
emlékezik,verb,remember,to recall from one's memory
megismétel,verb,repeat,do or say again
jelentés,noun,report,information describing events
beszámoló,noun,report,information describing events
étterem,noun,restaurant,an eating establishment in which diners are served food
vendéglő,noun,restaurant,an eating establishment in which diners are served food
eredmény,noun,result,that which results
következmény,noun,result,that which results
visszatérés,noun,return,act of returning
visszaérkezés,noun,return,act of returning
megérkezés,noun,return,act of returning
hazaérkezés,noun,return,act of returning
hazatérés,noun,return,act of returning
visszajövetel,noun,return,act of returning
hazajövetel,noun,return,act of returning
rizs,noun,rice,plants
gazdag,adj,rich,having wealth
lovagol,verb,ride,"to transport oneself by sitting on and directing a horse, bicycle etc."
biciklizik,verb,ride,"to transport oneself by sitting on and directing a horse, bicycle etc."
kerékpározik,verb,ride,"to transport oneself by sitting on and directing a horse, bicycle etc."
jog,noun,right,"which complies with justice, law or reason"
igazság,noun,right,"which complies with justice, law or reason"
folyó,noun,river,large stream which drains a landmass
folyam,noun,river,large stream which drains a landmass
út,noun,road,a way for travel
közút,noun,road,a way for travel
szabály,noun,rule,regulation
előírás,noun,rule,regulation
fut,verb,run,to move quickly on two feet
szalad,verb,run,to move quickly on two feet
saláta,noun,salad,food
só,noun,salt,sodium chloride
szendvics,noun,sandwich,dish — see also open sandwich
mond,verb,say,"to say, to tell"
raj,noun,school,a group of fish
iskola,noun,school,an institution dedicated to teaching and learning
tudomány,noun,science,collective discipline of learning acquired through the scientific method
tudós,noun,scientist,one whose activities make use of the scientific method
másodperc,noun,second,one-sixtieth of a minute; SI unit of time
segéd,noun,second,attendant of a duel or boxing match standing in for a contestant
második,noun,second,number two in a series
rész,noun,section,"cutting, part cut out"
részlet,noun,section,"cutting, part cut out"
lát,verb,see,perceive with the eyes
ad,verb,sell,to agree to transfer goods or provide services for payment
elad,verb,sell,to agree to transfer goods or provide services for payment
pénzzé tesz,verb,sell,to agree to transfer goods or provide services for payment
árul,verb,sell,to agree to transfer goods or provide services for payment
árusít,verb,sell,to agree to transfer goods or provide services for payment
kereskedik,verb,sell,to agree to transfer goods or provide services for payment
küld,verb,send,make something go somewhere
ítélet,noun,sentence,"(dated) decision or judgement of a court — see also judgment, verdict"
megoszt,verb,share,to give
juh,noun,sheep,animal
birka,noun,sheep,animal
ing,noun,shirt,article of clothing
kombiné,noun,shirt,article of clothing
cipő,noun,shoe,protective covering for the foot
vásárol,verb,shop,to visit shops
vásárlás,noun,shopping,activity of buying
bevásárlás,noun,shopping,activity of buying
rövid,adj,short,having a small distance between ends or edges
kurta,adj,short,having a small distance between ends or edges
-j,verb,should,expressing obligation
előadás,noun,show,entertainment
műsor,noun,show,entertainment
show,noun,show,entertainment
zápor,noun,shower,brief fall of rain
kiállító,noun,shower,one who shows
bemutató,noun,shower,one who shows
megmutató,noun,shower,one who shows
hasonló,adj,similar,"having traits or characteristics in common; alike, comparable"
énekel,verb,sing,to produce harmonious sounds with one’s voice
énekes,noun,singer,person who sings (male or generic term)
nővér,noun,sister,woman or girl having the same parents
húg,noun,sister,woman or girl having the same parents
ül,verb,sit,"of a person, be in a position in which the upper body is upright and the legs are supported"
körülmények,noun,situation,combination of circumstances at a given moment; state of affairs
viszonyok,noun,situation,combination of circumstances at a given moment; state of affairs
ügyesség,noun,skill,capacity to do something well
hozzáértés,noun,skill,capacity to do something well
szoknya,noun,skirt,article of clothing
alj,noun,skirt,article of clothing
alszik,verb,sleep,to rest in state of reduced consciousness
lassú,adj,slow,not quick in motion
kicsi,adj,small,not large
kis,adj,small,not large
kígyó,noun,snake,legless reptile
esik a hó,verb,snow,have snow fall from the atmosphere
havazik,verb,snow,have snow fall from the atmosphere
hull a hó,verb,snow,have snow fall from the atmosphere
olyan,adv,so,very
annyira,adv,so,very
néha,adv,sometimes,"on certain occasions, but not always"
olykor,adv,sometimes,"on certain occasions, but not always"
fiú,noun,son,a male person in relation to his parents
ének,noun,song,music with words
dal,noun,song,music with words
hamar,adv,soon,within a short time
nemsokára,adv,soon,within a short time
mindjárt,adv,soon,within a short time
hamarosan,adv,soon,within a short time
egyhamar,adv,soon,within a short time
rövidesen,adv,soon,within a short time
megszólal,verb,sound,to produce a sound
felhangzik,verb,sound,to produce a sound
felcsendül,verb,sound,to produce a sound
leves,noun,soup,dish
beszél,verb,speak,to communicate with one's voice using words
különleges,adj,special,distinguished by a unique or unusual quality
speciális,adj,special,distinguished by a unique or unusual quality
rendkívüli,adj,special,distinguished by a unique or unusual quality
alkalmi,adj,special,distinguished by a unique or unusual quality
külön-,adj,special,distinguished by a unique or unusual quality
szakmai,adj,special,distinguished by a unique or unusual quality
szak-,adj,special,distinguished by a unique or unusual quality
elvarázsol,verb,spell,put under the influence of a spell
betűz,verb,spell,to write or say the letters that form a word
betűzés,noun,spelling,"the act of forming words with letters, the act of spelling"
költ,verb,spend,to pay out
elkölt,verb,spend,to pay out
sport,noun,sport,any athletic activity that uses physical skills
tavasz,noun,spring,season between winter and summer in temperate climates
áll,verb,stand,to support oneself on the feet in an erect position
csillag,noun,star,"a celestial body appearing as a point of light on the clear night sky, whose position is relatively fixed with respect to each other"
elkezd,verb,start,to begin
megkezd,verb,start,to begin
kezd,verb,start,to begin
kijelentés,noun,statement,declaration or remark
állítás,noun,statement,declaration or remark
állomás,noun,station,place where a vehicle may stop
marad,verb,stay,to remain in a particular place
tartózkodik,verb,stay,to remain in a particular place
mozdulatlanul,adv,still,without motion
nyugton,adv,still,without motion
megálló,noun,stop,place to get on and off mass transport
történet,noun,story,account of events
elbeszélés,noun,story,account of events
utca,noun,street,paved part of road in a village or a town
erős,adj,strong,capable of producing great physical force
hallgató,noun,student,person who studies a subject
tanuló,noun,student,person who studies a subject
diák,noun,student,person who studies a subject
tanul,verb,study,to revise/review materials
átnéz,verb,study,to revise/review materials
(át)ismétel,verb,study,to revise/review materials
bibeszál,noun,style,stalk that connects the stigma(s) to the ovary in a pistil of a flower
alany,noun,subject,in grammar
eredmény,noun,success,achievement of one's aim or goal
kimenetel,noun,success,achievement of one's aim or goal
siker,noun,success,achievement of one's aim or goal
cukor,noun,sugar,sucrose from sugar cane or sugar beet used to sweeten food and drink
nyár,noun,summer,hottest season
Nap,noun,sun,"a star, especially when seen as the centre of any single solar system"
szupermarket,noun,supermarket,store
áruház,noun,supermarket,store
élelmiszer-áruház,noun,supermarket,store
élelmiszerbolt,noun,supermarket,store
közért,noun,supermarket,store
ABC,noun,supermarket,store
biztos,adj,sure,"certain, reliable"
úszik,verb,swim,move through water
úszás,noun,swimming,human activity of moving oneself through water
asztal,noun,table,item of furniture
vesz,verb,take,to get into one's hands or control
fog,verb,take,to get into one's hands or control
megfog,verb,take,to get into one's hands or control
megragad,verb,take,to get into one's hands or control
kézbe vesz,verb,take,to get into one's hands or control
beszél,verb,talk,to communicate by speech
beszélget,verb,talk,to communicate by speech
magas,adj,tall,of a person
taxi,noun,taxi,vehicle available for public hire
tealevél,noun,tea,dried leaves of tea plant
tanít,verb,teach,to pass on knowledge
megtanít,verb,teach,to pass on knowledge
oktat,verb,teach,to pass on knowledge
tanár,noun,teacher,person who teaches
tanító,noun,teacher,person who teaches
oktató,noun,teacher,person who teaches
pedagógus,noun,teacher,person who teaches
serdülő,noun,teenager,person aged between thirteen and nineteen
tini,noun,teenager,person aged between thirteen and nineteen
tinédzser,noun,teenager,person aged between thirteen and nineteen
tizenéves,noun,teenager,person aged between thirteen and nineteen
kamasz,noun,teenager,person aged between thirteen and nineteen
telefonál,verb,telephone,to call someone
televízió,noun,television,medium
tévé,noun,television,medium
elmond,verb,tell,to pass information
tenisz,noun,tennis,sport played by two or four players with strung racquets
borzasztó,adj,terrible,dreadful; causing alarm or fear
rettenetes,adj,terrible,dreadful; causing alarm or fear
szörnyű,adj,terrible,dreadful; causing alarm or fear
borzalmas,adj,terrible,dreadful; causing alarm or fear
rettentő,adj,terrible,dreadful; causing alarm or fear
kihív,verb,test,to challenge
szöveg,noun,text,a written passage
köszön,verb,thank,to express appreciation or gratitude toward (someone or something)
köszönetet mond,verb,thank,to express appreciation or gratitude toward (someone or something)
megköszön,verb,thank,to express appreciation or gratitude toward (someone or something)
köszönet,noun,thanks,expression of gratitude
színház,noun,theater,place or building
akkor,adv,then,at that time
ott,adv,there,in or at that place
dolog,noun,thing,"that which is considered to exist as a separate entity, object, quality or concept"
gondol,verb,think,"to ponder, to go over in one's head"
szomjas,adj,thirsty,needing to drink
jegy,noun,ticket,admission to entertainment
idő,noun,time,inevitable passing of events
fáradt,adj,tired,in need of rest or sleep
cím,noun,title,prefix or suffix added to a name
titulus,noun,title,prefix or suffix added to a name
beosztás,noun,title,prefix or suffix added to a name
a mai nap,noun,today,today (noun)
ma,noun,today,today (noun)
együtt,adv,together,"at the same time, in the same place"
közösen,adv,together,"at the same time, in the same place"
toalett,noun,toilet,personal grooming
paradicsom,noun,tomato,tomato plant
holnap,noun,tomorrow,the day after the present day
a mai este,noun,tonight,nighttime today
a mai éjszaka,noun,tonight,nighttime today
is,adv,too,likewise
szintén,adv,too,likewise
úgyszintén,adv,too,likewise
ugyancsak,adv,too,likewise
egyaránt,adv,too,likewise
fog,noun,tooth,anatomy: tooth
téma,noun,topic,subject; theme
turista,noun,tourist,someone who travels for pleasure
város,noun,town,settlement
forgalom,noun,traffic,pedestrians or vehicles on roads or on the air
út,noun,travel,act of traveling
utazás,noun,travel,act of traveling
fa,noun,tree,large woody plant
kirándulás,noun,trip,journey
utazás,noun,trip,journey
igaz,adj,true,concurring with a given set of facts
próbál,verb,try,to attempt
megpróbál,verb,try,to attempt
próbálkozik,verb,try,to attempt
megpróbálkozik,verb,try,to attempt
megkísérel,verb,try,to attempt
kanyar,noun,turn,change of direction or orientation
kétszer,adv,twice,two times
duplán,adv,twice,two times
dupla,adv,twice,two times
típus,noun,type,grouping based on shared characteristics
fajta,noun,type,grouping based on shared characteristics
osztály,noun,type,grouping based on shared characteristics
minta,noun,type,grouping based on shared characteristics
esernyő,noun,umbrella,cloth-covered frame used for protection against rain or sun
ernyő,noun,umbrella,cloth-covered frame used for protection against rain or sun
nagybácsi,noun,uncle,brother (or brother-in-law) of someone’s parent
lent,adv,under,In a way lower or less than
ért,verb,understand,to grasp the meaning of
megért,verb,understand,to grasp the meaning of
felfog,verb,understand,to grasp the meaning of
egyetem,noun,university,institution of higher education
tudományegyetem,noun,university,institution of higher education
fel,adv,up,away from earth’s surface
odafönt,adv,upstairs,up the stairs; on or to a higher floor or level
odafent,adv,upstairs,up the stairs; on or to a higher floor or level
odafenn,adv,upstairs,up the stairs; on or to a higher floor or level
az emeleten,adv,upstairs,up the stairs; on or to a higher floor or level
használ,verb,use,"employ, apply"
igénybe vesz,verb,use,"employ, apply"
alkalmaz,verb,use,"employ, apply"
él,verb,use,"employ, apply"
hasznos,adj,useful,having a practical or beneficial use
általában,adv,usually,most of the time
rendszerint,adv,usually,most of the time
szünet,noun,vacation,freedom from some business or activity
zöldség,noun,vegetable,a plant raised for some edible part of it
nagyon,adv,very,to a high degree
igen,adv,very,to a high degree
videó,noun,video,"television show, movie"
látogatás,noun,visit,single act of visiting
látogató,noun,visitor,guest
vár,verb,wait,delay until some event
pincér,noun,waiter,a server in a restaurant or similar
ébred,verb,wake,to stop sleeping
felébred,verb,wake,to stop sleeping
felkel,verb,wake,to stop sleeping
séta,noun,walk,trip made by walking
fal,noun,wall,defensive rampart
akar,verb,want,to desire
meleg,adj,warm,having a temperature slightly higher than usual
mos,verb,wash,to clean with water
kimos,verb,wash,to clean with water
óra,noun,watch,portable or wearable timepiece
víz,noun,water,inorganic compound H₂O
út,noun,way,"road, direction, path"
hord,verb,wear,to have on (clothes or accessories)
időjárás,noun,weather,state of the atmosphere
idő,noun,weather,state of the atmosphere
honlap,noun,website,a collection of pages on the World Wide Web
webhely,noun,website,a collection of pages on the World Wide Web
weboldal,noun,website,a collection of pages on the World Wide Web
weblap,noun,website,a collection of pages on the World Wide Web
hét,noun,week,period of seven days
hétvége,noun,weekend,break in the working week
szívesen látott,adj,welcome,whose arrival is a cause of joy
kellemes,adj,welcome,whose arrival is a cause of joy
jól van,adj,well,in good health
egészséges,adj,well,in good health
mikor,adv,when,"at what time, as a direct question"
hol,adv,where,at what place; to what place; from what place
fehér,noun,white,color
miért,adv,why,for what reason
asszony,noun,wife,female partner in a marriage
feleség,noun,wife,female partner in a marriage
(örökül) hagy,verb,will,to bequeath
ráhagy,verb,will,to bequeath
rátestál,verb,will,to bequeath
akar,verb,will,to wish or desire
kíván,verb,will,to wish or desire
óhajt,verb,will,to wish or desire
rendel,verb,will,to wish or desire
nyer,verb,win,transitive: achieve victory in
ablak,noun,window,opening for light and air
bor,noun,wine,alcoholic beverage made from grapes
tél,noun,winter,"fourth season, marked by short days and the lowest temperatures"
nő,noun,woman,adult female person
asszony,noun,woman,adult female person
csodálatos,adj,wonderful,"excellent, extremely impressive"
szó,noun,word,unit of language
munka,noun,work,"labour, employment, occupation, job"
dolog,noun,work,"labour, employment, occupation, job"
feladat,noun,work,"labour, employment, occupation, job"
munkás,noun,worker,person who performs labor
világ,noun,world,human collective existence
-na,verb,would,indicating an action or state that is conditional on another
-ne,verb,would,indicating an action or state that is conditional on another
-ná,verb,would,indicating an action or state that is conditional on another
-né,verb,would,indicating an action or state that is conditional on another
ír,verb,write,"to form letters, etc."
író,noun,writer,person who writes; an author
írónő,noun,writer,person who writes; an author
írás,noun,writing,written letters or symbols
hibás,adj,wrong,incorrect
téves,adj,wrong,incorrect
rossz,adj,wrong,incorrect
udvar,noun,yard,land around a house
kert,noun,yard,land around a house
előkert,noun,yard,land around a house
keresztvitorlarúd,noun,yard,nautical: tapered timber from which square sails hang
év,noun,year,time it takes for the Earth to complete one revolution around the Sun
sárga,noun,yellow,color
tegnap,noun,yesterday,day before today
fiatal,adj,young,in the early part of life or growth
ifjú,adj,young,in the early part of life or growth
