word,part_of_speech,english_word,sense
ре́зать,verb,cut,to perform an incision
поре́зать,verb,cut,to perform an incision
руби́ть,verb,cut,to perform an incision
поруби́ть,verb,cut,to perform an incision
па́па,noun,dad,informal: a father
тя́тя,noun,dad,informal: a father
ба́тя,noun,dad,informal: a father
ба́тюшка,noun,dad,informal: a father
па́почка,noun,dad,informal: a father
танцева́ть,verb,dance,move rhythmically to music
пляса́ть,verb,dance,move rhythmically to music
станцевать,verb,dance,move rhythmically to music
потанцевать,verb,dance,move rhythmically to music
танцо́р,noun,dancer,person who dances
танцо́вщик,noun,dancer,person who dances
балеру́н,noun,dancer,person who dances
плясу́н,noun,dancer,person who dances
опа́сный,adj,dangerous,full of danger
риско́ванный,adj,dangerous,full of danger
тёмный,adj,dark,having an absolute or relative lack of light
да́та,noun,date,"that which specifies the time of writing, inscription etc."
число́,noun,date,"that which specifies the time of writing, inscription etc."
фи́ник,noun,date,fruit of the date palm
дочь,noun,daughter,female offspring
до́чка,noun,daughter,female offspring
дщерь,noun,daughter,female offspring
день,noun,day,period between sunrise and sunset
светово́й день,noun,day,period between sunrise and sunset
дорого́й,adj,dear,loved; lovable
ми́лый,adj,dear,loved; lovable
люби́мый,adj,dear,loved; lovable
реша́ть,verb,decide,to resolve or settle
реши́ть,verb,decide,to resolve or settle
вку́сный,adj,delicious,pleasing to taste
ла́комый,adj,delicious,pleasing to taste
опи́сывать,verb,describe,to represent in words
описа́ть,verb,describe,to represent in words
описа́ние,noun,description,account in words
пи́сьменный стол,noun,desk,table for writing and reading
стол,noun,desk,table for writing and reading
па́рта,noun,desk,table for writing and reading
бюро́,noun,desk,table for writing and reading
рабо́чий стол,noun,desk,table for writing and reading
дета́ль,noun,detail,part small enough to escape casual notice
диало́г,noun,dialogue,conversation or other discourse between individuals
разгово́р,noun,dialogue,conversation or other discourse between individuals
бесе́да,noun,dialogue,conversation or other discourse between individuals
слова́рь,noun,dictionary,publication that explains the meanings of an ordered list of words
лексико́н,noun,dictionary,publication that explains the meanings of an ordered list of words
умира́ть,verb,die,to stop living
умере́ть,verb,die,to stop living
помира́ть,verb,die,to stop living
помере́ть,verb,die,to stop living
погиба́ть,verb,die,to stop living
поги́бнуть,verb,die,to stop living
сконча́ться,verb,die,to stop living
сдыха́ть,verb,die,to stop living
сдо́хнуть,verb,die,to stop living
дать дуба,verb,die,to stop living
приказать долго жить,verb,die,to stop living
парла́мент,noun,diet,council of leaders
кокка́й,noun,diet,council of leaders
сейм,noun,diet,council of leaders
рацио́н,noun,diet,food a person or animal consumes
дие́та,noun,diet,food a person or animal consumes
пита́ние,noun,diet,food a person or animal consumes
пи́ща,noun,diet,food a person or animal consumes
стол,noun,diet,food a person or animal consumes
еда́,noun,diet,food a person or animal consumes
разли́чие,noun,difference,quality of being different
отли́чие,noun,difference,quality of being different
ра́зница,noun,difference,quality of being different
друго́й,adj,different,not the same
не тако́й как,adj,different,not the same
ино́й,adj,different,not the same
тру́дный,adj,difficult,"hard, not easy"
тяжёлый,adj,difficult,"hard, not easy"
тя́жкий,adj,difficult,"hard, not easy"
сло́жный,adj,difficult,"hard, not easy"
у́жин,noun,dinner,evening meal
гря́зный,adj,dirty,covered with or containing dirt
испа́чканный,adj,dirty,covered with or containing dirt
обсужда́ть,verb,discuss,to converse or debate concerning a particular topic
обсуди́ть,verb,discuss,to converse or debate concerning a particular topic
дискути́ровать,verb,discuss,to converse or debate concerning a particular topic
таре́лка,noun,dish,vessel for holding/serving food
ми́ска,noun,dish,vessel for holding/serving food
блю́до,noun,dish,vessel for holding/serving food
ли,verb,do,in questions
до́ктор,noun,doctor,person who has attained a doctorate
до́кторша,noun,doctor,person who has attained a doctorate
соба́ка,noun,dog,animal
пёс,noun,dog,animal
пси́на,noun,dog,animal
до́ллар,noun,dollar,designation for specific currency
дверь,noun,door,"portal of entry into a building, room or vehicle"
две́ри,noun,door,"portal of entry into a building, room or vehicle"
вниз,adv,down,"from a high to a low position, downwards"
кни́зу,adv,down,"from a high to a low position, downwards"
внизу́,adv,downstairs,downstairs (adverb)
на ни́жнем этаже́,adv,downstairs,downstairs (adverb)
вниз,adv,downstairs,downstairs (adverb)
на ни́жний эта́ж,adv,downstairs,downstairs (adverb)
рисова́ть,verb,draw,to produce a picture
нарисова́ть,verb,draw,to produce a picture
черти́ть,verb,draw,to produce a picture
начерти́ть,verb,draw,to produce a picture
одева́ть,verb,dress,"to put clothes on (oneself or someone, etc.) — see also clothe"
оде́ть,verb,dress,"to put clothes on (oneself or someone, etc.) — see also clothe"
пить,verb,drink,consume liquid through the mouth
вы́пить,verb,drink,consume liquid through the mouth
попи́ть,verb,drink,consume liquid through the mouth
вести́,verb,drive,to operate (a wheeled motorized vehicle)
води́ть,verb,drive,to operate (a wheeled motorized vehicle)
е́хать,verb,drive,to operate (a wheeled motorized vehicle)
е́здить,verb,drive,to operate (a wheeled motorized vehicle)
пого́нщик,noun,driver,"one who drives something, e.g. cattle"
пого́нщица,noun,driver,"one who drives something, e.g. cattle"
ко́лос,noun,ear,fruiting body of a grain plant
поча́ток,noun,ear,fruiting body of a grain plant
у́хо,noun,ear,organ of hearing
у́ши,noun,ear,organ of hearing
ра́но,adv,early,at a time before expected
лёгкий,adj,easy,requiring little skill or effort
просто́й,adj,easy,requiring little skill or effort
есть,verb,eat,"to ingest — see also consume, ingest"
пое́сть,verb,eat,"to ingest — see also consume, ingest"
съесть,verb,eat,"to ingest — see also consume, ingest"
ку́шать,verb,eat,"to ingest — see also consume, ingest"
поку́шать,verb,eat,"to ingest — see also consume, ingest"
ску́шать,verb,eat,"to ingest — see also consume, ingest"
пита́ться,verb,eat,"to ingest — see also consume, ingest"
жрать,verb,eat,"to ingest — see also consume, ingest"
пожра́ть,verb,eat,"to ingest — see also consume, ingest"
сожра́ть,verb,eat,"to ingest — see also consume, ingest"
употребить,verb,eat,"to ingest — see also consume, ingest"
яйцо́,noun,egg,"approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development"
слон,noun,elephant,mammal
слони́ха,noun,elephant,mammal
ина́че,adv,else,word that implies any result with the exception of the one being referred to
зака́нчиваться,verb,end,"intransitive: be finished, be terminated"
зако́нчиться,verb,end,"intransitive: be finished, be terminated"
конча́ться,verb,end,"intransitive: be finished, be terminated"
око́нчиться,verb,end,"intransitive: be finished, be terminated"
ко́нчиться,verb,end,"intransitive: be finished, be terminated"
наслажда́ться,verb,enjoy,to receive pleasure or satisfaction from something
наслади́ться,verb,enjoy,to receive pleasure or satisfaction from something
получа́ть удово́льствие,verb,enjoy,to receive pleasure or satisfaction from something
получи́ть удово́льствие,verb,enjoy,to receive pleasure or satisfaction from something
доста́точно,adv,enough,sufficiently
дово́льно,adv,enough,sufficiently
е́вро,noun,euro,currency unit of the European Monetary Union
то́чно,adv,even,"exactly, fully"
ро́вно,adv,even,"exactly, fully"
как ра́з,adv,even,"exactly, fully"
ве́чер,noun,evening,time of day between dusk and night
собы́тие,noun,event,occurrence
происше́ствие,noun,event,occurrence
слу́чай,noun,event,occurrence
всегда́,adv,ever,always
приме́р,noun,example,something representative of a group
возбуждённый,adj,excited,having great enthusiasm and energy
взволно́ванный,adj,excited,having great enthusiasm and energy
волну́ющий,adj,exciting,causing excitement
захва́тывающий,adj,exciting,causing excitement
возбужда́ющий,adj,exciting,causing excitement
упражня́ться,verb,exercise,exert for the sake of training
тренирова́ться,verb,exercise,exert for the sake of training
практикова́ться,verb,exercise,exert for the sake of training
дорого́й,adj,expensive,having a high price or cost
объясня́ть,verb,explain,to make intelligible
объясни́ть,verb,explain,to make intelligible
дополни́тельный,adj,extra,"beyond what is due, usual"
доба́вочный,adj,extra,"beyond what is due, usual"
э́кстренный,adj,extra,"beyond what is due, usual"
глаз,noun,eye,organ
о́ко,noun,eye,organ
лицо́,noun,face,anatomy: front part of head
лик,noun,face,anatomy: front part of head
физионо́мия,noun,face,anatomy: front part of head
обли́чье,noun,face,anatomy: front part of head
ро́жа,noun,face,anatomy: front part of head
мо́рда,noun,face,anatomy: front part of head
ха́ря,noun,face,anatomy: front part of head
ры́ло,noun,face,anatomy: front part of head
мурло́,noun,face,anatomy: front part of head
еба́ло,noun,face,anatomy: front part of head
ебло́,noun,face,anatomy: front part of head
еба́льник,noun,face,anatomy: front part of head
факт,noun,fact,an honest observation
паде́ние,noun,fall,act of moving in gas or vacuum under the effect of gravity from a point to a lower point
фальши́вый,adj,false,"untrue, not factual, wrong"
ло́жный,adj,false,"untrue, not factual, wrong"
непра́вильный,adj,false,"untrue, not factual, wrong"
семейный,adj,family,suitable for children and adults
изве́стный,adj,famous,well known
чуде́сный,adj,fantastic,"wonderful, marvelous, excellent, extraordinarily good"
превосхо́дный,adj,fantastic,"wonderful, marvelous, excellent, extraordinarily good"
великоле́пный,adj,fantastic,"wonderful, marvelous, excellent, extraordinarily good"
далеко́,adv,far,at a great distance
фе́рма,noun,farm,place where agricultural activities take place
хозя́йство,noun,farm,place where agricultural activities take place
крестья́нин,noun,farmer,person who works the land and/or who keeps livestock
фе́рмер,noun,farmer,person who works the land and/or who keeps livestock
земледе́лец,noun,farmer,person who works the land and/or who keeps livestock
дехка́нин,noun,farmer,person who works the land and/or who keeps livestock
про́чно,adv,fast,in a firm or secure manner
кре́пко,adv,fast,in a firm or secure manner
то́лстый,adj,fat,carrying a larger than normal amount of fat on one's body
по́лный,adj,fat,carrying a larger than normal amount of fat on one's body
ту́чный,adj,fat,carrying a larger than normal amount of fat on one's body
жи́рный,adj,fat,carrying a larger than normal amount of fat on one's body
оте́ц,noun,father,male parent
па́па,noun,father,male parent
ба́тя,noun,father,male parent
ба́тюшка,noun,father,male parent
ба́тька,noun,father,male parent
папа́ша,noun,father,male parent
тя́тя,noun,father,male parent
чу́вствовать,verb,feel,transitive: to sense by touch
тро́гать,verb,feel,transitive: to sense by touch
ощуще́ние,noun,feeling,sensation
чу́вство,noun,feeling,sensation
фестива́ль,noun,festival,event or community gathering
пра́здник,noun,festival,event or community gathering
пра́зднество,noun,festival,event or community gathering
заполня́ть,verb,fill,"add contents to, so it is full"
запо́лнить,verb,fill,"add contents to, so it is full"
наполня́ть,verb,fill,"add contents to, so it is full"
напо́лнить,verb,fill,"add contents to, so it is full"
оконча́тельный,adj,final,last; ultimate
заключи́тельный,adj,final,last; ultimate
фина́льный,adj,final,last; ultimate
находи́ть,verb,find,"encounter, locate, discover"
найти́,verb,find,"encounter, locate, discover"
хоро́ший,adj,fine,of superior quality
отли́чный,adj,fine,of superior quality
превосхо́дный,adj,fine,of superior quality
великоле́пный,adj,fine,of superior quality
